TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
704875	等等？！	
704876	瓦尔特、西琳、芽衣、妮娜、阿兹塔……	
704877	她们全都有圣痕！	
704878	难道律者的诞生，本质上是异化机构对圣痕的异化？	
704879	甚至是不完全的异化，圣痕让他们拥有了和崩坏侵蚀对抗的能力。	
704880	但到底是不是，只能去找论据了。	
704881	至于人造律者的诞生，我原本以为只是将律者核心碎片这样一个，包括了律者运行机制一部分的东西寄生在人身上罢了。	
704882	但看过天命内部的数据库后我发现，赛露蒂、爱莎，还有这些叫卡莲、芙洛拉和安洁利亚的人造律者，她们的能力和金属律者都没什么关系。	
704883	碎片在这里，或许是一个包含了“异化机构”的崩坏能增幅装置。	
704884	而她们，包括赛露蒂，之所以能在律者核心的影响下保持人性……	
704885	只是因为她们的意志足够坚定而已。	
704886	…………	
704887	将休伯利安号改造成人造律者大炮，虽说只是一种比喻——	
704888	休伯利安号，是制造人造律者的“躯体”……	
704889	为其注入Nexus系统和其他外部输入的能量……	
704890	再激活律者核心碎片作为增幅器，或者说，让它寄生休伯利安号。	
704891	最终完成一个“人造律者”。	
704892	幸运的是，天命留下了人造律者的技术文档，我们可以在休伯利安号上定向引导和控制后续的结果。	
704893	但实际上……前人并没有假设过“异化机构”的存在。	
704894	如果它确实存在，并且随时可以被崩坏意志调用……	
704895	那么天命一直以来“用崩坏对抗崩坏”的方针和技术手段……	
704896	真的都没问题吗？	
704897	我……	
704898	时间上的紧迫，恐怕让此时的我们无从选择。	
704899	“走在绝路上，又有多少人会去顾及旁人。”	
704900	梅琳的话，原来是这个意思吗？	
704901	不，菲米莉丝。	
704902	我们和奥托，和梅琳都不一样。	
704903	我们不会永远走在绝路上，	
704904	而是集合所有人类的智慧，去寻找一条新的道路。	
704905	不论面对多么绝望的情景，都不要抛弃身为科研工作者的尊严和良知，不要将自己置于人类这个共同体以外去思考问题。	
704906	托托莉将一份技术文档投射在屏幕上——	
704907	这是？！	
704908	只要能够找到“异化机构”，解构出它的运作原理……	
704909	人类在对抗崩坏的道路上，就能前进一大步。	
