TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
252601	那个是自爆！千万不要摁！	
252602	兵神试做机量子装甲解除。	
252603	轰隆！！！！	
252604	挡…挡住了么……	
252605	趁现在！月光王座全速突进！	
252606	女儿们！那搜战舰就交给你们了！一定要把它拖住！	
252607	遵命，妈妈。	
252608	轰隆————	
252609	呃！外面什么声音…难道是发生了什么事情！老爹我们出去看看！	
252610	琪亚娜，我们到了。	
252611	老爹你到底想干嘛！你这样我可要生……	
252612	…这里是哪里…为什么圣芙蕾雅学园下面还有这么大的地方！？	
252613	这是专门为你准备的礼物，跟我来吧，大家都在等你呢。	
252614	大家……？	
252615	咕…琪亚娜，别过来…	
252616	……	
252617	芽衣！九霄！你们怎么样了！	
252618	我没事…九霄只是昏迷了而已…但是琪亚娜…快从这里离开！	
252619	老爹…这是怎么回事！为什么芽衣和九霄也在这里！还有这台巨大的机器是什么东西！	
252620	这是律者熔炉……	
252621	老妈…你怎么也在这里…这到底是怎么回事？	
252622	琪亚娜…用这种方法也是迫不得已，我知道你不会答应我们的要求，所以只能用这样强硬的手段了……	
252623	你们在瞒着我做什么？快把芽衣和九霄放出来！	
252624	抱歉，她们都是为了让你成为律者所必要的素材，必须留在这里。	
252625	成为律者…是什么意思……	
252626	这台律者熔炉能够将她们两体内的圣痕和律者宝石剥离出来转换到你的身上。琪亚娜，只有拥有卡斯兰娜和沙尼亚特两家血统（圣痕）的人才能驾驭律者的力量。	
252627	老爹…你在说什么！我怎么听不懂…变成律者？你是让我变成毁灭人类的怪物么！？	
252628	上个时代的你之所以变成破坏世界的律者的主要原因在于你接受第二律者的核心太过仓促加上内心的不稳定所导致的结果，但这台律者熔炉将会帮你解决掉这些问题。	
252629	你看到熔炉中心的核心了么，那就是保存在圣芙蕾雅学园底下的第二律者的律者的残骸，你现在只要进入熔炉的核心区域，剩下的就交给我就行。	
252630	如果这么做的话…芽衣和九霄会怎么样？	
252631	……你放心吧，我们只是剥离她们体内所需的东西，对她们的生命是不会有危害的。	
