TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
310010	生命值	
310011	能量值	
310012	攻击力	
310013	防御力	
310014	移速	
310015	暴击率	
310016	爆伤	
310017	攻强	
310018	更换	
310019	卸下	
310020	成长	
310021	剧情	
310022	战斗	
310023	转到	
310024	领取	
310025	成就进度	
310026	已达成	
310027	<size=36>装</size>  甲	
310028	<size=36>天</size>  赋	
310029	<size=36>符</size>  文	
310030	装备中	
310031	关卡内无法更换	
310032	装备	
310033	当前没有该类型的装备(っﾟДﾟ)っ!! 	
310034	伤害减免	
310035	获得新装备!	
310036	新任务:[{0}]	
310037	获得	
310038	任务完成	
310039	等级提升	
310040	主线	
310041	支线	
310042	进入	
310043	通用	
310044	大剑	
310045	斧炮	
310046	匕首	
310047	通用·天赋	
310048	大剑·天赋	
310049	斧炮·天赋	
310050	匕首·天赋	
310051	升级	
310052	需要	
310053	当前效果	
310054	下一级效果	
310055	升级	
310056	激活	
310057	卸下	
310058	符文	
310059	镶嵌槽	
310060	镶嵌	
310061	卸下	
310062	需要人物{0}级才能解锁!	
310063	战	
310064	斗	
310065	角	
310066	色	
310067	成	
310068	就	
310069	与当前武器不匹配	
310070	技能、奥义与当前武器不匹配, 已自动卸下!	
310071	点击屏幕开始	
310072	确定复活	
310073	取消	
310074	现在退出将无法获得:	
310075	使用水晶可以复活,要继续吗?	
310076	复活需要	
310077	水晶不足	
310078	是否使用免费复活?	
310079	是否使用免费复活(好感度福利)	
310080	今日剩余次数:{0}次	
310081	金币	
310082	魂引	
310083	进行中	
310084	可接取	
310085	进入	
310086	个支线任务待领取	
311000	新DLC占坑UI用	
311001	大剑	
311002	斧炮	
311003	匕首	
311004	技能圣痕	
311005	奥义圣痕	
311006	装甲	
311007	所需的魂不足!	
311008	退出	
311009	主线	
311010	支线	
311011	限时	
311012	确定要退出吗?	
319999	新DLC占坑	
320000	图书馆文字320000-330000	
320001	崩坏	
320002	崩坏能	
320003	崩坏源	
320004	现实扭曲立场	
320005	大崩坏	
320006	第二次崩坏	
320007	第三次崩坏	
320008	崩坏兽	
