TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
570026	升格等级上限已达到最大值	
570027	上限提升！	
570028	Lv.#1/#2	
570029	攻击力+#1%	
570030	载弹量+#1%	
570031	生命+#1%	
570032	移速+#1%	
570033	偶像养成	
570034	偶像训练	
570035	偶像之路·1	
570036	偶像之路·2	
570037	偶像之路·3	
570038	偶像之路·4	
570039	偶像之路·5	
570040	pick me·1	
570041	pick me·2	
570042	pick me·3	
570043	pick me·4	
570044	pick me·5	
570045	pick me·6	
570046	pick me·7	
570047	累计完成1次【偶像养成】任务	
570048	累计完成2次【偶像养成】任务	
570049	累计完成3次【偶像养成】任务	
570050	累计完成4次【偶像养成】任务	
570051	累计完成5次【偶像养成】任务	
570052	累计完成6次【偶像养成】任务	
570053	累计完成7次【偶像养成】任务	
570054	idol	
570055	琪亚娜·卡斯兰娜	
570056	雷电芽衣	
570057	布洛妮娅·扎伊切克	
570058	无量塔姬子	
570059	德丽莎	
570060	希儿·芙乐艾	
570061	含有被保护的材料#n需解除保护后才能#n解锁升格等级上限	
570062	装备	
570063	使魔	
570064	角色	
570065	其他	
570066	活动获得	
570067	关联装备	
570068	金币不足，不能进行升格哦~	
570069	可升格	
570070	升格已满	
570071	假日小憩	
570072	放松时间	
570073	假日的旋律·1	
570074	假日的旋律·2	
570075	假日的旋律·3	
570076	假日的旋律·4	
570077	假日的旋律·5	
570078	假日的旋律·6	
570079	假日的旋律·7	
570080	学园探险·1	
570081	学园探险·2	
570082	学园探险·3	
570083	学园探险·4	
570084	学园探险·5	
570085	完成假日小憩任务1次	
570086	完成假日小憩任务2次	
570087	完成假日小憩任务3次	
570088	完成假日小憩任务4次	
570089	完成假日小憩任务5次	
570090	完成假日小憩任务6次	
570091	完成假日小憩任务7次	
570092	假日的旋律	
570093	学园探险	
570094	取消	
570095	确定	
570096	自选礼品	
570097	固定礼品	
570098	已选择	
570099	剩余：	
570100	确定购买#1，获得以上礼品吗？	
570101	大杯拿铁	
570102	大杯加糖拿铁，收集用以完成【满杯心意】任务	
570103	双倍糖分	
