TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
221	序章	
609		
610	购买失败	Purchase failed
611	用破解工具哒都是坏人~~~（检测到内购插件，会导致充值不到账，请关闭插件或前往官网咨询）	I'm not playing with cheaters~~~
612	Apple大大对我说~~~这次支付是无效的哦~~~	iTunes whispered to me that~~~This purchase is invalid ~~~
613	好啵…	Okie dokie…
614	每日	
615	萌新	
616	活动	
617	每日签到	
618	萌新签到	
619	活动签到	
620	每天登录以领取奖励！签到满7天后，奖励内容会重置哦！	
621	新手福利大放送！记得每天都要上线喔~	
622	活动期间登录以领取特殊奖励！	
623	※长空开学季※连登福利	
624	※学园新星※连登福利	
625	派送危机	
626	感谢长伴	
627	崩坏阶梯	
628	使命必达	
629	恶之花	
630	新生篇	
631	扭曲力场	
632	页签测试1	
633	页签测试2	
634	页签测试3	
635	页签测试4	
636	佳人已至	
637	异端审判	
693	您不能再次购买	
694	上次购买未完成，请耐心等待	
695	继续未完成购买	
696	称为「可能性」的奇迹，可用作特定装备#n的进化材料	
697	深海之心	
698	深海结晶	
699	深海之泪	
700	称为「可能性」的奇迹	
701	冰封寒意	
702	叹息之影	
703	鲜血沉淀物	
704	料理对决——击败捣蛋鬼	
705	料理对决——收买帮厨	
706	料理对决——洗劫客人	
707	料理对决——殴打媒体	
708	料理对决——暴力揽客	
709	料理对决——平息叛乱	
710	料理对决——回收食用油	
711	料理对决——抢劫补给	
712	料理对决——栽赃陷害	
713	料理对决——杀人辣椒	
714	保护己方摊位，击败捣乱的僵尸娘	
715	潜入对方摊位，为收买贿赂争取时间	
716	小妹妹快站住！把钱袋子交出来！	
717	尼萌这些记者啊，不要到处乱跑！	
718	姐姐姐姐，客人吃不下了要跑了呢	
719	妹妹妹妹，把跑到对方摊位的客人击败吧	
720	油不够了，从垃圾箱里回收一些吧	
721	对面的食材箱子到了，快抢过来！	
722	攻击自己摊位再栽赃给对面好了···	
723	这个时候趁乱往她们的汤里加点杀人辣椒···	
724	适龄提示	
725	介个功能不对游客开放呦~	
801	幽光下的森林	
802	噬光的古堡	
