TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
70132	需要收集30个使魔	
70133	需要好感度等级达到1级	
70134	需要好感度等级达到7级	
70135	需要玩家等级达到320级	
70136	需要收集55个使魔	
70137	分解	
70138	分解选中使魔碎片可获得以下道具，#n是否确定分解？	
70139	需要获得对应使魔后才可兑换	
70140	使魔市场	
70141	翁德兰纯灵不足	
70142	碎片分解	
70143	升阶至等级3才能分解哦	
70144	该使魔碎片还未开放分解，敬请期待	
70145	辉光商店	
70146	辉光之末不足	
70900	夜光杯	TEXT
70901	梦幻阶梯	TEXT
70902	翩翩风度	TEXT
70903	华丽着装	TEXT
70904	樱色礼装	TEXT
70905	唯一的爱	TEXT
70906	#!ALB(41)使用武器时，自动使用一次非手持的随机喷雾类武器（不消耗弹药），并提升#1%全伤害，持续#2秒，可叠#3层	TEXT
70907	#!ALB(41)装备1件以上喷雾类武器时，提升#1%闪避，增加#2%常驻移速	TEXT
70908	#!ALB(41)装备#3件及以上角色或绯狱系装备时，每秒回复#4%生命值；#1件及以上时，提升#2%全伤害；#5件及以上时，免疫反刺效果和异常状态	TEXT
70909	#!ALB(41)提升#1%全伤害，切换武器后失效#2秒	TEXT
71001	破碎都市	
71002	武装少女	
71003	午后休恬	
71004	林间鸟语	
71005	邂逅	
71006	落樱绘卷	
71007	钢铁的花嫁	
71008	苹果糖夏日祭	
71009	Dark Aria	
71010	鏖战	
71011	整备时间	
71012	骑士与公主	
71013	树荫下的少女	
71014	浮光	
71015	万圣奇妙夜	
71016	约定钟声	
71017	炎夏	
71018	休假日	
71019	情人节巧克力	
71020	来份下午茶吗	
71021	甜蜜料理室	
71022	电磁套装	
71023	❀	
71024	星色演奏会	
71025	彼岸樱咲	
71026	圣诞夜的祝福	
71027	樱茶会	
71028	白无垢	
71029	诱	
71030	谨贺新禧	
71031	通过剧情关卡4-6后解锁	
71032	通过剧情关卡7-8后解锁	
71033	击败双周首领布洛妮娅后解锁	
71034	达成成就“八重·狂宴”后解锁	
71035	通过剧情关卡4-6后解锁	
