TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
473263	我好像听到了小恶魔和#player在对话。	
473264	我刚才好像……和#player一起战斗了……	
473265	好重。	
473266	像是被压在海底。	
473267	以前也看到过类似的光景。	
473268	也是像这样，在黑暗中看到一丝光……	
473269	是什么时候的记忆呢……	
473270	好像很遥远，却又近在眼前……	
473271	世界很快就会迎来终焉。	
473272	我幻想过拯救世界。	
473273	但我突然发现，哪有那么多“英雄拯救世界”的故事。	
473274	好像在哪里，听过这个声音。	
473275	我也只是个很多事情都做不到的，渺小的人类罢了。	
473276	我依然会全力以赴。	
473277	做出自己的选择。	
473278	“啊……”	
473279	确认到我还在意识空间里。	
473280	刚才的是……梦吗？	
473281	我记得被长得像梅琳一样的东西击败了。	
473282	不对，那个是我自己的负面情感。	
473283	然后绝望的侵蚀蔓延到了意识空间的所有地方，就像现在这样。	
473284	我被拖入了深渊，下意识地……#n握住了谁的手……	
473285	“Zzzzz……Zzzzz……”	
473286	小恶魔趴在我的身上睡着了。	
473287	“呣呣呣，好多魔力……#n粉粉嫩嫩……哧溜。”	
473288	“已经吃不下了~”	
473289	她拼了命地治愈你。	
473290	“我总是在受到别人的帮助。”	
473291	“没有别人的帮助，我其实……很多事情都做不到。”	
473292	（抚摸）	
473293	“你太乱来了。”	
473294	嗯？	
473295	手上的戒指正在发光。	
473296	我还是想不起来这是什么，只觉得很熟悉。	
473297	光很微弱，几乎看不到的程度。	
473298	但有种温暖的感觉。	
473299	（远眺）	
473300	意识空间的「高塔」——	
473301	所有数据信息都流向那个地方，又从那个地方流出。如果要回到现实世界，那里依然是必须抵达的地方。	
473302	我差点就到了，却被传送回了原地……	
473303	不管怎么样，我要做的事情，我的使命，都没有任何改变——	
473304	完成Avalon计划，从全球崩坏下拯救人类。	
473305	可是……我之前却害怕了……	
473306	你必须振作起来。	
473307	你可以选择逃避。	
473308	“说的没错，我不能再迷茫了。”	
473309	“我逃避了的话，真的会有其他人代替我吗……”	
473310	“……”	
473311	“醒醒，小恶魔，该出发了。”	
473312	“……呼喵？”	
