TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
719892	我几乎推翻之前设想的一切。	
719893	然而琪亚娜没有放弃。	
719894	在被称为临界点的地方，流亡者的禁锢被琪亚娜一层一层剥离。	
719895	它们开始回应现实中最真诚的祈愿，补足一切原本靠个人的力量，无法完成的奇迹：	
719896	在概率云与时间交叠的地方；	
719897	在指引紫炎燃烧残响的地方；	
719898	在埋葬破碎雷鸣的地方；	
719899	以及……在灵魂永远安宁的地方。	
719900	仍有某种东西，支撑着她走到最后一步，	
719901	战斗到最后一刻。	
719902	那是比圣痕更深刻，比灵魂更宝贵，比生命更重要的约定。	
719903	这份纯洁的约定，带来了聚集的希望——	
719904	名为“奇迹”的力量， 	
719905	整个灵魂世界与所有的流亡者，正化作流星，划开名为世界的距离。	
719906	我向琪亚娜伸出手，准备与她一同，	
719907	回到属于我们的地方——	
719908	现实世界。	
719909	祈愿吗……	
719910	我们的祈愿很简单——	
719911	现实的祈愿很简单——	
719912	如今，祈愿不必拥有高尚伟大的名义，	
719913	也不必配合愚者的虚伪傲慢。	
719914	所有流亡者的灵魂，从古至今一切死者的万亿灵魂，用于构建世界的力量，将解除现实中长达数万年的禁锢。	
719915	所有流亡者的祈愿，将由此刻见证着你们的现实世界回应。#n而现实世界的祈愿，将由此刻见证着你们的灵魂世界回应。	
719916	现实世界与灵魂世界，祈愿与回应的交汇点，便是你们二人。	
719917	遵从内心就好了，琪亚娜，芽衣——	
719918	“想见她，想和她在一起。”	
719919	想回到那个人的身边，	
719920	我只有如此简单的祈愿，	
719921	便拥有足以拯救世界的力量。	
719922	整个世界，都会为这一祈愿作出回应，	
719923	携你们一同回到现实。	
719924	一切过去的亡魂，都将在梦寐以求的安宁和解脱中，为你们送去未来的祝福。	
719925	即便是世界毁灭前的最后一秒，	
719926	我也相信那注定的未来，一定是战胜崩坏的未来。	
719927	而将过去与未来，将魂界与现界同时收束于“此刻”的你们，	
719928	我想了个名字：	
719929	（牵手）芽衣，	
719930	（牵手）琪亚娜，	
