TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
296426	下弦月	
296427	残月	
296428	BONUS-1	
296429	BONUS-2	
296430	晓月	
296431	晦月	
296432	关卡得分与通关时间、受击数、击杀数相关哦~	
296433	关卡得分与通关时间相关哦~	
296434	【讨厌】发现绿色护盾时，要远离目标进行攻击哦~	
296435	【窃取】技能发动时被攻击会损失弹药，注意攻击时机哦~	
296436	【腐蚀】击杀敌人后一段时间内切枪会损失弹药，注意切枪时机哦~	
296437	缺乏弹药时攻击力会大幅减低，不要盲目攻击哦~	
296438	小剧场1-1	
296439	小剧场1-2	
296440	小剧场1-3	
296441	决定地点	
296442	炒热气氛	
296443	准备开幕	
296444	观察对手	
296445	思考对策	
296446	街机竞赛	
296447	停赛休息	
296448	寻找裁判	
296449	赛事结果	
296450	余韵小憩	
296451	BONUS-1	
296452	BONUS-2	
296453	3-1	
296454	3-2	
296455	EXHELL	
296456	举办起来吧——温泉大竞赛！不过一切都在计划之中哦~	
296457	夺冠与否都无所谓，真正重要的事情只有一件，你知道吧？	
296458	1-1	
296459	1-2	
296460	1-3	
296461	1-4	
296462	1-5	
296463	1-6	
296464	BONUS-1	
296465	BONUS-2	
296466	今夜无云，万里见明时	
296467	即使焦黑，也是月形	
296468	不要攻击可爱的文学娘哦~	
296469	挑选戏服	
296470	妆容打扮	
296471	推开家门	
296472	节日开始	
296473	闹巷游行	
296474	漫天烟火	
296475	南瓜杰克	
296476	女巫狼人	
296477	鬼魅狂欢	
296478	篝火夜舞	
296479	浇糖苹果	
296480	小憩蓄势	
296481	寻找目标	
296482	敲开房门	
296483	说出咒语	
296484	得到糖果	
296485	收获颇丰	
296486	欢闹归家	
296487	万圣节的咒语，只要说出来就能拿到糖果哦~	
296488	万圣节的咒语，只要说出来就能拿到糖果哦~	
296489	1-1	
296490	1-2	
296491	1-3	
296492	2-1	
296493	2-2	
296494	2-3	
296495	X-1	
296496	X-2	
296497	X-3	
296498	3-1	
296499	3-2	
296500	3-3	
296501	4-1	
296502	4-2	
296503	4-3	
296504	X-4	
296505	X-5	
