TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
735342	嚯，被秒了。	
735343	——[到此为止，双方退场。]——	
735344	开始的一瞬间就切到了对手的内圈，打断气息之后扣住关节直接砸到地上了，毫无悬念地一边倒。	
735345	手法不像是军方的，看来是家里教的或者街头打架逐渐领悟的。	
735346	水平确实不错——卡琳·梅莉德。	
735347	…………	
735348	等等，不是……秒了！？！？！？	
735349	…………	
735350	蒂亚拉，看下论坛？	
735351	嗯嗯——	
735352	哈哈哈，论坛果然已经炸了！	
735353	都是在讨论为什么我们会这么强的，还有想要更改投注的，但是已经迟了嘻嘻。	
735354	竞猜的投资窗口在今天凌晨三点就被聊天室管理小组关闭了，倍率也已锁死。	
735355	也就是说…………我们赢了？	
735356	应该是这样吧？	
735357	那就开始庆祝吧！	
735358	哦！	
735359	——————	
735360	啵！	
735361	开香槟咯！	
735362	真开香槟啊！？	
735363	到了开凯旋式的时候，不大加庆祝——反而是一种失礼！	
735364	怎么闻到了一股甜甜的气味……喂——	
735365	拉妮艾特，你手上的是橘子汽水！	
735366	橘子汽水？可是老板告诉我这是香槟啊？	
735367	瓶身的配料表上，品名写的就是橘子汽水。	
735368	姆姆……我知道的，只是考虑到大家饮酒对健康无益，所以才买了造型相似的汽水。	
735369	嘴真的好硬啊这个人！	
735370	……………………吃吃喝喝……………………	
735371	说起来，为什么考试忽然中止了呢？	
735372	可能学校忽然发生了什么事吧。	
735373	无所谓了，我累死了，懒得管那种事了。	
735374	嗯……总有种不安的感觉。	
735375	原因？	
735376	欸？	
735377	卡琳觉得不安的原因是什么？	
735378	唔，我不好说。但就是觉得有种不确定性存在。	
735379	只能说是直觉吧，我一向很相信我的直觉。	
735380	阿库是相信逻辑判断的那种人吧？如果阿库也觉得没事的话我就不纠结了。	
735381	反正不让我们考试，我们也已经没事情做了。	
735382	……	
735383	还是有的。	
735384	蒂亚拉，把账号给大家看一下吧。	
735385	账号？	
735386	唔，也对我之前和你说过……好吧……	
735387	就是这个。	
735388	我看看……	
735389	“崩坏学园-万事屋DESU”？	
