TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
540433	击败<color=#FF9700>丘比</color>会提升能量条	
540434	能量条充满将获得关卡胜利！	
540435	遭遇强敌可以选择<color=#FF9700>避战前进</color>	
540436	选择你的路线	
540437	遭遇强敌	
540438	迎战小波敌人	
540439	选择你的路线	
540440	稍作休息，大幅强化攻击	
540441	遭遇强敌	
540442	选择你的路线	
540443	遭遇丘比	
540444	发现秘宝，再次强化攻击力	
540445	当<color=#FF9700>丘比</color>在场时会出现更多的<color=#FF9700>丘比</color>	
540446	当场上<color=#FF9700>丘比</color>达到随机数量，所有<color=#FF9700>丘比</color>将会消失	
540447	抓准时机击败更多的<color=#FF9700>丘比</color>吧！	
540448	崩坏碎屑	
540449	崩坏结晶	
540450	崩坏世界	
540451	命运闪光	
540452	斗争意志·1	
540453	斗争意志·2	
540454	斗争意志·3	
540455	斗争意志·4	
540456	斗争意志·5	
540457	斗争意志·6	
540458	斗争意志·7	
540459	在【崩坏世界】活动中累计消耗50体力	
540460	累计完成【命运闪光】任务1次	
540461	累计完成【命运闪光】任务2次	
540462	累计完成【命运闪光】任务3次	
540463	累计完成【命运闪光】任务4次	
540464	累计完成【命运闪光】任务5次	
540465	累计完成【命运闪光】任务6次	
540466	累计完成【命运闪光】任务7次	
540467	世界支柱	
540468	通过崩坏世界关卡【R13-9】	
540469	主人的暴击伤害提高	
540470	主人的暴击伤害提高	
540471	主人的暴击伤害提高	
540472	主人的暴击伤害提高	
540473	主人的暴击伤害提高	
540474	主人的暴击伤害提高	
540475	主人的暴击伤害提高	
540476	主人的弹药量提高	
540477	主人的弹药量提高	
540478	主人的弹药量提高	
540479	主人的弹药量提高	
540480	主人的弹药量提高	
540481	主人的弹药量提高	
540482	主人的生命值提高	
540483	主人的生命值提高	
540484	主人的生命值提高	
540485	敌人的攻击力减少	
540486	敌人的攻击力减少	
540487	敌人的攻击力减少	
540488	敌人的攻击力减少	
540489	主人的移速上限受到限制	
540490	主人的移速上限受到限制	
540491	主人的移速上限受到限制	
540492	敌人的攻击力减少	
