TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
207002	水逆永动机·10	
207003	累计打开10个厄运宝箱	
207004	累计打开20个厄运宝箱	
207005	累计打开50个厄运宝箱	
207006	累计打开80个厄运宝箱	
207007	累计打开110个厄运宝箱	
207008	累计打开140个厄运宝箱	
207009	累计打开190个厄运宝箱	
207010	累计打开240个厄运宝箱	
207011	累计打开290个厄运宝箱	
207012	累计打开300个厄运宝箱	
207013	刻刻帝的时间	
207014	永恒不变的维系	
207015	达成【DATE·A·HOUKAI】6个隐藏条件	
207016	达成【DATE·A·HOUKAI】12个隐藏条件	
207017	达成【DATE·A·HOUKAI】18个隐藏条件	
207018	达成【DATE·A·HOUKAI】所有隐藏条件	
207019	刻刻帝·分针技能突破至5级	
207020	累计完成6次【DATE·A·HOUKAI】的存在感任务【约会大作战】	
207021	信念的传承·1	
207022	信念的传承·2	
207023	通过L1-12关	
207024	通过L2-12关	
207025	「来」	
207026	「约」	
207027	「会」	
207028	「吧」	
207029	超古终端之战	
207030	梦想编织	
207031	超古终端之战总收集率达到85%	
207032	梦想编织完成拼图3次	
207033	夏日冲浪季·1	
207034	夏日冲浪季·2	
207035	夏日冲浪季·3	
207036	夏日冲浪季·4	
207037	夏日冲浪季·5	
207038	夏日冲浪季·6	
207039	收集5个奏者之穗	
207040	收集10个奏者之穗	
207041	收集20个奏者之穗	
207042	收集30个奏者之穗	
207043	收集40个奏者之穗	
207044	收集50个奏者之穗	
207045	缤纷夏日·1	
207046	缤纷夏日·2	
207047	缤纷夏日·3	
207048	缤纷夏日·4	
207049	缤纷夏日·5	
207050	缤纷夏日·6	
207051	累计消耗50体力	
207052	累计通过5次【Kira☆海岛假日】任意关卡	
207053	累计完成5次使魔探险	
207054	击败20只盗宝娘	
207055	进行5次装备强化或进化	
207056	完成【缤纷夏日·1-5】	
207057	勤劳的议会员·1	
207058	勤劳的议会员·2	
207059	欢乐节奏	
207060	累计消耗100体力	
207061	累计消耗200体力	
207062	【无眠节拍】技能突破至5级	
207063	遗迹之海	
