TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
714892	成为偶像果然没那么容易呢，所以要多多为她加油鼓劲哦！	
714893	Top Idol之路不会一帆风顺，但你会一直陪伴着她的吧？	
714894	就算是遇到这样的挫折，她也在努力回应着你的期待。	
714895	所以……请继续支持着她吧，为她的未来点亮星光吧！	
714896	她的发挥很不错哦！就这样继续下去吧！	
714897	好厉害！这就是她对你应援的回应吧！ 	
714898	真是令人感动的演出！我能感受到，她在努力回应着你的期许。 	
714899	这就是偶像的魅力所在，也正是如此，才让STAR☆NIGHT的舞台如此闪耀吧。	
714900	诶……诶！能抽到这个…………也是一种运气了……吧？	
714901	哇，居然抽到了……杀生血玉！	
714902	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714903	哇，居然抽到了……自转齿轮！	
714904	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714905	哇，居然抽到了……樱桃与泪石！	
714906	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714907	哇，居然抽到了……星彩音符！	
714908	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714909	哇，居然抽到了……金蔷薇！	
714910	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714911	哇，居然抽到了……构造之灵！	
714912	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714913	哇，居然抽到了……双生果实！	
714914	这种幸运的时刻……合照合照！让我帮你记录下来吧！	
714915	风之律者讨伐作战开始前的数十个小时，以下人员从兵神枢机空间站内醒来：	
714916	布洛妮娅·扎伊切克；	
714917	希儿·芙乐艾；	
714918	杏·玛尔；	
714919	蓬莱寺九霄；	
714920	宁蒂·阿波卡利斯；	
714921	雷电芽衣。	
714922	等大家醒过来，我们就立刻出发。	
714923	把那家伙——崩坏意志消灭掉！	
714924	曾掷下如此豪言壮语的她们，立刻碰到的阻碍就是梅琳的死亡。	
714925	梅琳使用特权将该六人临时拼凑为特战小队，当她死亡之后，赋予该小队行动合法性和为该小队调度资源的权力便消失了。	
