TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
230689	230500-234999为迷宫用，不要插楼	
230690	230500-234999为迷宫用，不要插楼	
230691	中继点：学生宿舍	
230692	宿舍管理室	
230693	解锁谜题：学生宿舍食堂	
230694	宿舍门廊	
230695	学园大道	
230696	喷泉废墟	
230697	中继点：老旧水泵	
230698	学园小径	
230699	破败花坛	
230700	中继点：花坛雕塑	
230701	荒弃神社	
230702	森林入口	
230703	干涸的溪流	
230704	扭曲的小道	
230705	阴冷的洞窟	
230706	中继点：林中空地	
230707	低矮树林	
230708	解锁谜题：旧校舍的守护灵	
230709	出口：校舍大门	
230710	中继点：正门（目标：实验室）	
230711	保健室	
230712	破损的雕塑	
230713	空教室	
230714	西侧楼梯2F	
230715	一年级教室A	
230716	教师办公室	
230717	一年级教室B	
230718	盥洗室2F	
230719	西侧楼梯3F	
230720	中继点：二年级教室A	
230721	教务管理室	
230722	中继点：二年级教室B	
230723	盥洗室3F	
230724	西侧楼梯4F	
230725	咖啡厅	
230726	演讲厅	
230727	后台准备室	
230728	盥洗室4F	
230729	中继点：崩坏能实验室	
230730	出口：崩坏能净化室	
230731	解剖室	
230732	生物实验室	
230733	危化品储藏室	
230734	化学实验室	
230735	器材储存室	
230736	物理实验室	
230737	中继点：实验楼大门	
230738	回廊花园	
230739	圣痕研究所	
230740	崩坏封藏室	
230741	中继点：天井（目标：连接走廊）	
230742	碎裂的雕塑	
230743	中继点：一年级教室A	
230744	二年级教室A	
230745	崩坏能实验室	
230746	中继点：生物实验室	
230747	中继点：器材储存室	
230748	展示厅	
230749	崩坏能武器试验场	
230750	调试区	
230751	屋顶花园	
230752	停机坪	
230753	学园长办公室	
230754	学园长的秘密房间	
230755	出口：连接走廊	
230756	文献馆	
230757	音像区	
230758	综合文艺区	
230759	社会科学区	
230760	自然科学区	
230761	崩坏理论研究区	
230762	图书管理室	
230763	图书馆前台	
230764	活动楼正门	
230765	后院小道	
230766	中继点：走廊（目标：楼顶靶场）	
230767	中继点：一年级教室B	
230768	二年级教室B	
230769	中继点：物理实验室	
