TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
654355	纯：这身跟live没关系吧，是吧！？	更换服装II
654356	爱：僵尸！？	遭遇敌人I
654357	纯：是僵尸吧！？	遭遇敌人II
654358	爱：放马过来。	遭遇敌人III
654359	纯：久等了！	遭遇敌人IV
654360	爱：纯子，别勉强。	遭遇敌人V
654361	纯：爱，拜托了。	遭遇敌人VI
654362	纯：没事，我来补足	遭遇大量敌人I
654363	爱：没事，我来补足	遭遇大量敌人II
654364	纯：该怎么做才好……	遭遇大量敌人III
654365	爱：现在没空做这种事吧。	遭遇大量敌人IV
654366	没什么好怕的！	遭遇大量敌人V
654367	爱：唔。	0
654368	纯：哇！	0
654369	爱：呜！	0
654370	纯：对不起！	被敌人袭击I
654371	爱：痛……	被敌人袭击II
654372	纯：很痛的！	被敌人袭击III
654373	纯：虽然已经死掉了——	被敌人袭击IV
654374	爱：因为是僵尸所以不会有事！	被敌人袭击V
654375	纯：我也是可以的！	被敌人袭击VI
654376	爱：怎么可能退缩。	被敌人围攻Ⅰ
654377	纯：全部破坏掉吧。	被敌人围攻Ⅱ
654378	爱：超越过去吧。	被敌人围攻Ⅲ
654379	爱：朝着偶像的顶点！	连续击败敌人Ⅰ
654380	纯：朝着偶像的荣耀！	连续击败敌人Ⅱ
654381	爱：超越世代！	连续击败敌人Ⅲ
654382	纯：歌声啊，响彻世界吧！	连续击败敌人IV
654383	不要小看Franchouchou了！	连续击败敌人Ⅴ
654384	纯：坏掉了！？	弹药为空
654385	爱：能用了！	弹药回复
654386	纯：以为要再死一次了。	生命回复·危急
654387	爱：让大家担心了。	生命回复
654388	爱：可以吗？	获得金币
654389	爱：这样如何。	切换武器I
654390	纯：这样吗？	切换武器II
654391	爱：终有一天会抵达顶点，和Franchouchou一起。	战斗胜利I
654392	纯：无论在哪个世界，偶像都会展现自己最好的一面。	战斗胜利II
654393	爱：会成为很好的经验吧。	战斗胜利III
654394	纯：我们的歌声，有好好传达出去吧？	战斗胜利IV
654395	纯：爱，太好了。#n爱：真是最棒的舞台呢。	战斗胜利V
