TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
478269	不、不用说得这么过分吧——再怎么说，西琳也会给我投票的，加上我自己的一票……	
478270	说的就是这个，候选人是不能给自己投票的啦！	
478271	啊……	
478272	喂，说得这么刻薄，你要是去竞选的话，票数也不会比我多吧！除了芽衣同学……	
478273	那你可就想错了！要是本小姐当候选人，必然有一票小弟得给我投票，谁不投我就拿起球棒在晚上敲谁的窗户跟他谈心……	
478274	既然这样，琪亚娜你要不要试着提交一份参选书？	
478275	……算了算了，我也是有自知之明的。学生会长历来都是成绩好的学生当选，上一届的德丽莎学姐也常常是全校第一。	
478276	要说的话，本小姐倒是觉得符华班长比较合适呢。成绩又好，管理能力也强，情商还高……	
478277	不，我无意参选学生会长——会长和班长之责加起来过重，容易顾此失彼。相比起来，我还是觉得将更多的时间用来和班上的同学一起度过比较好。	
478278	呜……不愧是符华班长，面对至高权力的宝座竟然一点也不动心，就像本救世主一样淡泊名利！	
478279	去去去，不要给自己脸上贴金了……	
478280	好了，大家请安静一点，马上上课了。	
478281	呃，宁蒂，辉火同学今天是又请假了吗？	
478282	没有，辉火……同学今天应该会到的。不过时间还不确定——	
478283	咔。	
478284	班级的门被突然推开了。	
478285	一刹那间，众人瞪大了眼睛，凝视着那个推开门扉的少女，露出不可置信的神色。	
478286	各位，抱歉，我来晚了。	
478287	……	
478288	哦，大家怎么不说话？	
478289	……你谁啊！	
478290	杏同学不要开玩笑了，同窗这么久，你怎么会不认识我？	
478291	不对不对不对，你是辉火……但是辉火怎么可能是这样子！	
478292	跟过去相比，差别也太大了！辉火，你是不是遇到什么事了？	
478293	只是心境上发生了一点转变而已，诸位无需在意。	
478294	过去之我已成过往，现在的我是新的辉火。好了，伊瑟琳老师，我可以回座了吗？	
478295	当，当然可以……	
478296	好了，同学们不要再望来望去了。我们开始早读吧。	
478297	……	
478298	阵阵早读声中，辉火与宁蒂低声交谈着。	
478299	辉火大人……	
478300	呵呵，宁蒂，你也这样惊讶么？	
478301	没有……不，还是有一点的。	
