TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
448263	琪亚娜……琪亚娜……	
448264	唔，谁……我记得，自己明明是进入到了圣痕终端……	
448265	好黑……我想起来了，我是为了了解真相才来的。	
448266	真相？	
448267	没错，关于我的力量，还有在我身边发生的一切。为什么，我会拥有权限……	
448268	你需要调用圣痕终端的数据吗？	
448269	我不清楚，如果那样有用的话。	
448270	指令识别完成。好的，琪亚娜，即将为你调取圣痕终端的相关信息。	
448271	唔……	
448272	……	
448273	什么……那个人是……我？	
448274	你要做什么……	
448275	琪亚娜……	
448276	咔！	
448277	长相与自己相同的人，在琪亚娜面前，将那些最为熟知的伙伴一个接一个地斩杀。	
448278	骗人……呃，这一定都是终端里激发出来的幻像，我不会动摇的！	
448279	这是你所渴望知晓的真实。	
448280	！？	
448281	那只是过去的一小个片段罢了，在你圣痕之中，还有着万千回忆。	
448282	而那些，就是你渴望的真相。一切的行为，都是由圣痕引导而发生。与其说是命运，那更像是既定事实。	
448283	你到底想说什么！	
448284	你的人生，从一开始就已经是设定好的，从我那时候开始就——	
448285	——！！	
448286	……	
448287	完全启动圣痕终端比想象中还要花时间吗，但是无妨。	
448288	艾拉，连接圣痕终端，趁着琪亚娜权限生效的期间，想办法接入内部数据库。	
448289	尽可能地夺取相关实验数据，以及，想办法把可以获得的权限都夺过来，要是有什么万一，至少要获得与终端进行信息交互的权限。	
448290	遵命，奥托大人。开始连接圣痕终端，数据查找中——	
448291	……	
448292	奥托大人，检测到能量波动，崩坏能指数正在上升，琪亚娜的状态似乎不太稳定。	
448293	果然会这样么，不用在意，争取时间继续夺取权限。	
448294	遵命。	
448295	再继续下去的话，会怎么样……	
448296	作为权限钥匙，我想，她最终会成为终端的一部分。与此同时，圣痕终端也会完全启动。	
448297	担心吗？	
448298	我不知道，奥托大人……我明白自己来自于什么，而且我也听说过圣痕一事。	
448299	我本不打算去想“原本的卡莲”会做出什么的选择。	
448300	但如果我得到她的圣痕的话，自己到底会变得怎么样，又会怎么做……这种想法在脑海中挥之不去。	
448301	……	
