TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
59059	害怕也……很正常吧……	
59060	芽衣姐姐，布洛妮娅会守护你的。	
59061	居然抱住芽衣的手臂！布洛妮娅太狡猾了！我也要抱！	
59062	琪亚娜只要在前面开路就好，请把肉盾这唯一的优势发挥出来。	
59063	你说什么？！ 	
59064	芽衣姐姐也觉得这样比较好吧？	
59065	琪，琪亚娜，就麻烦你了……	
59066	唔唔，布洛妮娅你这个家伙！	
59067	叽叽叽叽叽叽——	
59068	啪嗒啪嗒啪嗒——	
59069	唔，哇啊啊啊啊！什么东西，从头上飞过去了！	
59070	只是蝙蝠而已啦，说到树林就会有的吧！	
59071	都是因为琪亚娜没有好好开路，让芽衣姐姐吓到了。	
59072	什么，这都是我的锅么？	
59073	当然了。如果琪亚娜走在前面，就可以提早引出它们，不会吓到芽衣姐姐了。	
59074	芽衣姐姐也这么想吧。	
59075	琪，琪亚娜……抱歉，能拜托你在前面开路吗？	
59076	唔唔……可恶的布洛妮娅，你给我记着，等出去了看我好好收拾你！	
59077	总……总算从树林出来了……	
59078	其实也没什么嘛~从树上掉下来的僵尸头是挺带感啦，但我还是觉得漂浮的鬼火更加有趣不是吗？是怎么做到的呢？	
59079	呜啊！听不见，我听不见！	
59080	不行了……让我坐下来休息会……	
59081	噗——	
59082	噫！	
59083	怎么了，芽衣姐姐？	
59084	我的手，好像碰到了什么，软软的，滑滑的东西……	
59085	哦，是一具尸体啊~诶，做得挺逼真的嘛~	
59086	还好布洛妮娅及时捂住了芽衣姐姐的耳朵。	
59087	没事的芽衣姐姐，只是一个沙袋而已，布洛妮娅替你拿走。	
59088	树林里怎么可能有沙袋啊……编理由也想个靠谱的好吗？	
59089	谢谢你，布洛妮娅，我感觉好多了……我们走吧。 	
59090	居然相信了？！唔……明明是增进感情的好机会，却感觉我和芽衣的距离一直被拉远！	
59091	琪亚娜，请保持在前方10米处前进。	
59092	唔……布洛妮娅，我们走着瞧！	
59093	到了，根据地图，这里就是旧校舍的实验楼，我们从这里进去。	
59094	实验楼……这里会有灯吗？	
