TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
2007671	不是什么害人的药吧……？	
2007672	给我点信任啊，我好歹也是个医学生！	
2007673	你人还怪好的嘞……	
2007674	那拉妮呢……？	
2007675	不知道为什么跑走啦~ 	
2007676	（总觉得忘记了什么特别不得了的事情）	
2007677	（搭肩膀）不要放在心上……	
2007678	……？	
2007679	总之，我们要出发去天台了，蒂亚拉姐姐。	
2007680	毕竟那里才有制作解药的最后原料嘛，只能突围了。	
2007681	突围？	
2007682	（抱着坛子）	
2007683	冰室蓝把解药的半成品放在了载具上——	
2007684	哇啦哇啦嚼嚼酱（拍拍）该是你干活的时候啦~（拉动引擎）载具形态！	
2007685	大家快上车！	
2007686	（倒润滑油）（倒润滑油）（倒润滑油）	
2007687	（摆好垫子）	
2007688	（拍门）砰砰！！（拍门）砰砰砰砰砰砰！！（拍门）	
2007689	（开门）	
2007690	（一拥而入——踩踩踩踩）（滑倒）（滑倒）（滑倒）（滑倒）（叠罗汉）	
2007691	趁现在，（拉上小蓝）冲鸭啦啦啦啦——！	
2007692	等下我们绝对超载了吧？！	
2007693	（引擎声）轰轰轰轰轰——！！	
2007694	请问……	
2007695	（左摇）	
2007696	会不会太勉强你的除草机了？	
2007697	（右摇）	
2007698	四人的身体以类似摩托阅兵式的姿势互相“嵌合”，试图不从除草机的踏板上掉下去。	
2007699	不是除草机，是哇啦哇啦嚼嚼酱，蒂亚亚姐姐~	
2007700	我已经没心情吐槽名字了啊！现在真的有人在驾驶它吗？	
2007701	（V字手）自动驾驶！	
2007702	（追逐）哈妞——！！呼喵喵喵喵——！！	
2007703	怕不是整栋教学楼的学生都被感染了啊，后面全是追兵！	
2007704	再抱紧点，绝对不要掉下去哦！	
2007705	好的♥~！	
2007706	//////…………	
2007707	（理惠，好香甜哦……）	
2007708	橘姐姐，有股太阳公公的味道♥……	
2007709	吸……哈♥……	
2007710	（碎碎念）当看不见当看不见当看不见……	
2007711	（趴在地上）啾啾啾啾——！！	
2007712	不行不行不行，虽然你很漂亮但是不行——！！	
