TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
76099	胜利旌旗	TEXT
76100	葬送之力	TEXT
76101	死亡审判	TEXT
76102	无以名状者	TEXT
76103	深空星海之主	TEXT
76104	伪·战神佑护	TEXT
76105	亡者领路人	TEXT
76106	亦幻亦真	TEXT
76107	生命之始	TEXT
76108	狩猎魔神	TEXT
76109	致命一击	TEXT
76110	万物祥和	TEXT
76111	心意相通	TEXT
76112	心灵共鸣	TEXT
76113	血之痕	TEXT
76114	血之祭	TEXT
76115	#!ALB(41)攻击附加穿透并提升#1%伤害半径；攻击时，将该武器伤害的属性变成加成最高的属性	TEXT
76116	#!ALB(41)每#1秒不使用该武器，下次攻击提升#2%攻击力，可叠#3层，叠加速度受提升攻速属性影响	TEXT
76117	#!ALB(41)攻击会瞄准前方随机目标发射穿透性的电流束，对一条直线上的目标造成#2%武器攻击力伤害	TEXT
76118	#!ALB(41)当前武器每有1枚弹药提升#1%该武器攻击力，最多计算#2枚弹药	TEXT
76119	#!ALB(41)角色当前生命值小于#3%，或敌人处于冰冻状态时，击中后向#1码内下一个敌人弹射，最多弹射#2次	TEXT
76120	#!ALB(41)手持该武器时，提升#1%生命值上限	TEXT
76121	#!ALB(41)使用后，有#1%概率随机生成一个弹药包或医疗包	TEXT
76122	#!ALB(41)使用后，提升#1%全伤害；每隔#2秒，依次获得以下效果：提升#3%移速、增加#4%暴击率、使角色死亡	TEXT
76123	#!ALB(41)初始进入引路人状态，提升#1%移速，角色只能向垂直或水平方向移动；使用后，切换至化身状态	TEXT
76124	#!ALB(41)化身状态下，提升#1%全伤害；使用后，切换至引路人状态	TEXT
76125	#!ALB(41)攻击时，向前方射出#1道魔力之光，每道造成#2%武器攻击力伤害	TEXT
76126	#!ALB(41)关卡中拾取金币数量大于#1时，提升#2%该武器造成的伤害	TEXT
76127	#!ALB(41)蓄力时，敌人生成或其进入、离开屏幕时，受到#1%武器攻击力伤害	TEXT
