TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
545904	信仰检证	
545905	委托探行	
545906	赤焰幻海	
545907	活动尚未开始	
545908	未通关前置关卡	
545909	未解锁	
545910	累计积分奖励	
545911	当前积分 #1	
545912	<color=#f6b764>{0}</color>/{1}	
545913	提示	
545914	本关累计积分奖励已经全部获得了哦，确定还要继续进入关卡吗？	
545915	<color=#ffdd40>#1</color>/<color=#8f727f>#2</color>	
545916	启用中	
545917	停用技能	
545918	<color=#fc874d>技能效果:</color>{0}	
545919	解析等级达到{0}	
545920	({0}/{1})	
545921	传承经验值	
545922	用于在传承殿堂活动中提升传承等级	
545923	通关赤焰幻海「F-3」	
545924	赤焰幻海「F-5」达到2000分	
545925	赤焰幻海「F-6」达到2000分	
545926	通关赤焰幻海「C-3」	
545927	赤焰幻海「C-5」达到2000分	
545928	赤焰幻海「C-6」达到2000分	
545929	通关赤焰幻海「K-1」	
545930	[诡信深境]等级提升了！！！	
545931	新的技能可解锁	
545932	解析等级#1解锁	
545933	委托探行	
545934	信息重整	
545935	每日存在感	
545936	暂未开放	
545937		
545938	解析经验	
545939	用于在诡信深境活动中提升解析等级	
545940	待鉴定芯片	
545941	可随机获得一枚【诡信深境】活动中的解析芯片	
545942	待鉴定芯片	
545943	可随机获得一枚【诡信深境】活动中的解析芯片	
545944	待鉴定芯片	
545945	可随机获得一枚【诡信深境】活动中的解析芯片	
545946	梦想礼券	
545947	可用于在当日进行免费的梦想祈愿，将在每日4点过期	
545948	待鉴定芯片	
545949	可随机获得一枚【诡信深境】活动中的解析芯片	
545950	信息晶元	
545951	通过在【诡信深境】活动中分解芯片获得，#n可用于进行芯片升级	
545999	赛季用	
546000	#1后开放	
546001	兑换	
546002	XXX天后开放兑换	
546003	剩余时间：	
546004	重置时间：	
546005	剩余次数X次	
546006	搜索	
546007	筛选	
546008	物品兑换	
546009	数量	
546010	MAX	
546011	每周限购	
546012	确定	
546013	取消	
546014	提示	
546015	主人确认要兑换<color=#35A7E9>X</color>件<color=#35A7E9>XXXXXXX</color>吗？	
