TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
468263	轰隆隆隆隆隆隆隆隆——	
468264	——	
468265	——	
468266	呜呼~怎么样，九霄大人和地狱业火的配合如何呀？	
468267	本总长在上一次的打工之旅之中忽然觉醒，于是吾的地狱业火也便向我展现了崭新的形态——其名为：地狱业火·航母模式！	
468268	……	
468269	这个，不就是后面连了个用来拉货的小板车吗？还有股西瓜味……	
468270	西琳可是觉得帅呆了哦~	
468271	不过，九霄真是厉害，居然能够死死咬住轿车，之后一起打赛车游戏吗？	
468272	当然可以——	
468273	一段时间后。	
468274	轰隆隆隆隆……隆隆……	
468275	咔嚓。	
468276	到了，她们应该在里面等着了。	
468277	进去吧。	
468278	轰——————————吱！	
468279	两位，到了！	
468280	……	
468281	好高啊……	
468282	感觉，是什么非常上流的场所……	
468283	那就是魔王城了，来，我们三个一起进去吧！	
468284	嗯！	
468285	走吧。	
468286	——	
468287	抱歉，请问你们三位有请帖吗？	
468288	欸？请帖……这个……	
468289	没有的话就请回吧。	
468290	——	
468291	呜……被挡回来了，要不要试试暴力闯入？	
468292	那一定会惊动奥托老师的，一定要潜入。	
468293	唔……那要怎么办呢……	
468294	……	
468295	希儿，来这里。	
468296	嗯？	
468297	注意到了吗？这里应该是在办七夕活动，里面的服务员都穿着古风的服饰，如果是我们两个的话……	
468298	就可以装成服务员混进去！可是九霄要怎么办呢？	
468299	没关系！“这里我来挡住，你们就继续前进吧！”也是我说的台词之一，你们就放心进去吧，我和地狱业火在外面帮你们把风~	
468300	怎么说得希儿像是在做坏事一样啦！不过奥托老师已经快看不见了，布洛妮娅姐姐，我们进去吧~	
468301	嗯。	
468302	——	
468303	哇，布洛妮娅姐姐，里面看起来更豪华，一个游泳课老师真的能来得起这样的地方吗？	
468304	嗯……如果布洛妮娅的推测是正确的话，奥托老师的确能够来得起这样的地方。	
468305	那问题就在于奥托老师现在在哪里了……	
468306	奥托老师——这里这里~	
468307	在那边。	
468308	——	
468309	嗯，久等了，各位。	
