TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
82080	有空吗？一起来看最新的面具骑兵EX吧，可有意思了~	
82081	失去的力量？当然跟讨伐巨蛇没有半点关系。不过就算那样也没所谓啦~计较得失可谈不上正义。	
82082	特摄（变身英雄系列）	
82083	48公斤	
82084	司掌雷电与战斗，印度最早的大神之一。#n在讨伐传说巨蛇后行踪不明，由于在战斗中失去了大部分神格和力量，因此就连众神也无法感知到她的所在位置。然而真相是因陀罗为了不被找到而将大部分力量和神格消散，偷偷地溜到了下界。#n原本打算休息够了就回去，但在体验到下界多姿多彩的生活后，这个念头便随着卫生纸一起被因陀罗丢进了垃圾桶。#n“下界的生活比在神界好多了！”	
82085	万圣节之夜什么都可能发生，所以像本小姐这样的美少女使魔来到你身边也没什么奇怪的吧~	
82086	就算万圣节过去，本小姐也会一直陪着你的。尽管放心吧~	
82087	糖果什么的拜托啦！只要把这个南瓜灯装满就好~拜托了喔☆	
82088	明明是老鼠却带着猫咪？有什么不好的嘛~只要可爱就行啦！	
82089	不准备好糖果的话，使魔琪亚娜就会偷走你的心喔~	
82090	万圣节，是怪奇之物们能够来到人间的日子。#n虽然逐渐变成了孩子们尽情玩闹的节日，不过偶尔也会有那么一两个例外混进里面吧？#n悄然来到你身边的使魔琪亚娜，到底会做些什么呢？#n敬请期待。#n“Trick Or Treat♡”	
82091	万圣夜的柴郡猫，梦与幻的引路人。在万圣夜演绎这一角色的芽衣，有人说她跟某只南瓜夜的老鼠一样是女巫派来诱惑人类的黑猫使魔，她的笑容是真是假，她向导的前方是陷阱还是乐园…只有被引导者自己清楚了。也许，她只是想邀请你一起去参加万圣节晚会？#n但只有一句话是她一定会说的，那便是……无论如何，柴郡猫可都是你最忠诚的伙伴呢。	
82092	吾为血族骑士莉萝·艾勋爵，发出邀请吾之黑六信的人，就是你吧？	
82093	今天的阳光…嗯，是个适合散步的好天气呢，但很可惜，我已经不是那边的居民了……	
82094	什、什么嘛，面对我这样一个异族，一般来说都是想“排除”而不是“接纳”吧，真是个怪人~	
