TEXT_ID	CONTENT	Comment
编号	内容	备注
Client	Client	Client
int	string	string
65080	希儿你给我闭嘴！	
65081	与崩坏交战？这里虽然有崩坏能的残余能量，但是外面的崩坏不是已经被消灭了么？	
65082	目前崩坏已入侵伽蓝内部，二号机正在与行星级崩坏兽进行作战，尽快…呲拉…请…呲拉…避难……	
65083	又是数据错误么…看来这段数据也遭到了破坏了呢。也许是因为这个问题，所以终端至今还认为自己还在执行与崩坏战斗的任务么。	
65084	而实际上战斗已经过去了数万年之久了么……	
65085	行星级崩坏兽…那个时代的崩坏已经到达这种水平了么…所以最后才毁灭了么……	
65086	怎么办？我们能把这个讯息传达给她么！这样太可怜了！	
65087	AI小姐，请听我说！你们与崩坏的战斗已经结束了，所以你不需要再背负这样的使命了！	
65088	战斗还没有结束，我将会代替姐姐完成保护人类的使命。	
65089	等一下……姐姐是？	
65090	应该就是指的第一台终端机吧？有二号机就有一号机，对于她来说，同为终端机，又是她的前辈，这种感觉就像是姐姐一样吧。	
65091	太恶心了，一台机器也要像这个胆小鬼一样左一个姐姐大人右一个姐姐大人那样叫。	
65092	哼，那只是杏不理解这种妹妹对于姐姐的情感而已！	
65093	兵神二号机……	
65094	有什么能够帮你的么，布洛妮娅姐姐？	
65095	等下！能够叫布洛妮娅姐姐只能是希儿一个人而已！	
65096	你的任务已经完成了，你所保护的人类现在还继续生存在这个星球上，我们重新建立了新的文明。	
65097	我们现在在这里就是最好的证明，所以已经不用再待在这里了，和我们一起出去看看你守护的这个世界吧。	
65098	终端正尝试与MEI博士确认……联络失败，权限转为自我管理模式。	
65099	……	
65100	我明白了，解除对崩坏作战模式，开放权限。	
65101	布洛妮娅…你这家伙还真是厉害啊！	
65102	欢迎访问终端区域。	
65103	真是巨大的终端区域呢…这么多未知的技术，真想钻进去看看！	
65104	博士，请别这么兴奋，我们必须要尽快回收这个终端，然后回到飞船上向妈妈报告才行。	
65105	好吧…那这些事情就交给你们了，我先研究一下怎么关闭这个终端。	
65106	拒绝，请终止对终端系统的破坏行为，否则将激活驱逐指令。	
